objectid,filename,image_thumb,title,date,field-date,theatre-name,playwright,subject,source,location,url,rights,rightsstatement
BP_TRHM_0006,https://archive.org/details/BP_TRHM_0006/mode/2up?view=theater,https://archive.org/services/img/BP_TRHM_0006,Wild Oats; The Beggar of Bethnal Green; Nina Sforza,1841-09-17,1841-09-17,Theatre Royal; Hay-Market,O'Keefe; Sheridan Knowles; R. Zouch S. Troughton,comedy; comedy; tragedy,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Oversize01, Folder_59",https://archive.org/details/BP_TRHM_0006,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRHM_0004,https://archive.org/details/BP_TRHM_0004/mode/2up?view=theater,https://archive.org/services/img/BP_TRHM_0004,"Riches: or, the Wife and Brother; The Beggar of Bethnal Green; Nina Sforza",1841-09-18,1841-09-18,Theatre Royal; Hay-Market,[unknown]; Sheridan Knowles; R. Zouch S. Troughton,[comedy]; comedy; tragedy,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Oversize01, Folder_59",https://archive.org/details/BP_TRHM_0004,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRHM_0003,https://archive.org/details/BP_TRHM_0003/mode/2up?view=theater,https://archive.org/services/img/BP_TRHM_0003,"To Marry or Not to Marry; The Prince of Wales Quadrilles; Love Extempore; Suzanne; My Friend, The Captain",1841-11-26,1841-11-26,Theatre Royal; Hay-Market,"Mrs. Inchbald; [unknown]; James Kenney, Esq.; [unknown]; [unknown]",comedy; comedy; farce; petite drama; farce,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Oversize01, Folder_59",https://archive.org/details/BP_TRHM_0003,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRHM_0001,https://archive.org/details/BP_TRHM_0001/mode/2up?view=theater,https://archive.org/services/img/BP_TRHM_0001,A Cure for the Heart Ache; Hamlet; Suzanne; The Boarding School,1841-12-23,[1841]-12-23,Theatre Royal; Hay-Market,[unknown]; Wm. Shakespeare; [unknown; Bayle Bernard,comedy; tragedy; petite drama; farce,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Oversize01, Folder_59",https://archive.org/details/BP_TRHM_0001,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRHM_0066,https://archive.org/details/BP_TRHM_0066/mode/2up?view=theater,https://archive.org/services/img/BP_TRHM_0066,"Marriage; The World of Dreams; Or, The Man in the Moon",1842-02-02,1842-02-02,Theatre Royal; Hay-Market,"Robert Bell, Esq.; [unknown]",comedy; romantic legendary fairy spectacle,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Oversize01, Folder_69",https://archive.org/details/BP_TRHM_0066,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRHM_0067,https://archive.org/details/BP_TRHM_0067/mode/2up?view=theater,https://archive.org/services/img/BP_TRHM_0067,"Marriage; The Boarding School; The World of Dreams; Or, The Man in the Moon",1842-02-03,1842-02-03,Theatre Royal; Hay-Market,"Robert Bell, Esq.; Bayle Bernard; [unknown]",comedy; farce; romantic legendary fairy spectacle,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Oversize01, Folder_69",https://archive.org/details/BP_TRHM_0067,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRHM_0068,https://archive.org/details/BP_TRHM_0068/mode/2up?view=theater,https://archive.org/services/img/BP_TRHM_0068,"Marriage; The World of Dreams; Or, The Man in the Moon",1842-02-04,1842-02-04,Theatre Royal; Hay-Market,"Robert Bell, Esq.; [unknown]",comedy; romantic legendary fairy spectacle,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Oversize01, Folder_69",https://archive.org/details/BP_TRHM_0068,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRHM_0069,https://archive.org/details/BP_TRHM_0069/mode/2up?view=theater,https://archive.org/services/img/BP_TRHM_0069,"Marriage; Child of the Wreck; My Wife's Dentist; The World of Dreams; Or, The Man in the Moon",1842-02-05,1842-02-05,Theatre Royal; Hay-Market,"Robert Bell, Esq.; [unknown]; [unknown]; [unknown]",comedy; [unknown]; farce; romantic legendary fairy spectacle,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Oversize01, Folder_69",https://archive.org/details/BP_TRHM_0069,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRHM_0070,https://archive.org/details/BP_TRHM_0070/mode/2up?view=theater,https://archive.org/services/img/BP_TRHM_0070,"Marriage; The World of Dreams; Or, The Man in the Moon",1842-02-07,1842-02-07,Theatre Royal; Hay-Market,"Robert Bell, Esq.; [unknown]",comedy; romantic legendary fairy spectacle,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Oversize01, Folder_69",https://archive.org/details/BP_TRHM_0070,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRHM_0071,https://archive.org/details/BP_TRHM_0071/mode/2up?view=theater,https://archive.org/services/img/BP_TRHM_0071,"Marriage; Foreign Affairs; or, the Court of Queen Anne; School of Reform",1842-02-08,1842-02-08,Theatre Royal; Hay-Market,"Robert Bell, Esq.; Mr. Webster; Morton",comedy; petite comedy; comedy,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Oversize01, Folder_69",https://archive.org/details/BP_TRHM_0071,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRHM_0072,https://archive.org/details/BP_TRHM_0072/mode/2up?view=theater,https://archive.org/services/img/BP_TRHM_0072,Marriage; The School of Reform; Speed the Plough; Town & Country,1842-02-10,1842-02-10,Theatre Royal; Hay-Market,"Robert Bell, Esq.; Morton; Morton; Morton",comedy; comedy; comedy; comedy,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Oversize01, Folder_69",https://archive.org/details/BP_TRHM_0072,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRHM_0073,https://archive.org/details/BP_TRHM_0073/mode/2up?view=theater,https://archive.org/services/img/BP_TRHM_0073,Marriage; The School of Reform; Speed the Plough; Town & Country,1842-02-10,1842-02-10,Theatre Royal; Hay-Market,"Robert Bell, Esq.; Morton; Morton; Morton",comedy; comedy; comedy; comedy,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Oversize01, Folder_69",https://archive.org/details/BP_TRHM_0073,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRHM_0074,https://archive.org/details/BP_TRHM_0074/mode/2up?view=theater,https://archive.org/services/img/BP_TRHM_0074,Marriage,1842-02-11,1842-02-11,Theatre Royal; Hay-Market,"Robert Bell, Esq.",comedy,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Oversize01, Folder_69",https://archive.org/details/BP_TRHM_0074,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRHM_0075,https://archive.org/details/BP_TRHM_0075/mode/2up?view=theater,https://archive.org/services/img/BP_TRHM_0075,Marriage,1842-02-12,1842-02-12,Theatre Royal; Hay-Market,"Robert Bell, Esq.",comedy,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Oversize01, Folder_69",https://archive.org/details/BP_TRHM_0075,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRHM_0077,https://archive.org/details/BP_TRHM_0077/mode/2up?view=theater,https://archive.org/services/img/BP_TRHM_0077,Marriage,1842-02-14,1842-02-14,Theatre Royal; Hay-Market,"Robert Bell, Esq.",comedy,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Oversize01, Folder_69",https://archive.org/details/BP_TRHM_0077,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRHM_0079,https://archive.org/details/BP_TRHM_0079/mode/2up?view=theater,https://archive.org/services/img/BP_TRHM_0079,Marriage; Speed the Plough,1842-02-15,1842-02-15,Theatre Royal; Hay-Market,"Robert Bell, Esq.; Morton",comedy; comedy,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Oversize01, Folder_69",https://archive.org/details/BP_TRHM_0079,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRHM_0080,https://archive.org/details/BP_TRHM_0080/mode/2up?view=theater,https://archive.org/services/img/BP_TRHM_0080,"Marriage; Spring and Autumn; or, the Bride at Fifty; My Wife's Dentist",1842-02-16,1842-02-16,Theatre Royal; Hay-Market,"Robert Bell, Esq.; [unknown]; [unknown]",comedy; comedy; farce,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Oversize01, Folder_69",https://archive.org/details/BP_TRHM_0080,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRHM_0081,https://archive.org/details/BP_TRHM_0081/mode/2up?view=theater,https://archive.org/services/img/BP_TRHM_0081,Marriage; Town and Country,1842-02-17,1842-02-17,Theatre Royal; Hay-Market,"Robert Bell, Esq.; Morton",comedy; comedy,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Oversize01, Folder_69",https://archive.org/details/BP_TRHM_0081,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRHM_0082,https://archive.org/details/BP_TRHM_0082/mode/2up?view=theater,https://archive.org/services/img/BP_TRHM_0082,Marriage; The School of Reform,1842-02-18,1842-02-18,Theatre Royal; Hay-Market,"Robert Bell, Esq.; Morton",comedy; comedy,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Oversize01, Folder_69",https://archive.org/details/BP_TRHM_0082,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRHM_0083,https://archive.org/details/BP_TRHM_0083/mode/2up?view=theater,https://archive.org/services/img/BP_TRHM_0083,Marriage; The Boarding School; My Wife's Dentist,1842-02-19,1842-02-19,Theatre Royal; Hay-Market,"Robert Bell, Esq.; Bayle Bernard; [unknown]",comedy; farce; farce,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Oversize01, Folder_69",https://archive.org/details/BP_TRHM_0083,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRHM_0084,https://archive.org/details/BP_TRHM_0084/mode/2up?view=theater,https://archive.org/services/img/BP_TRHM_0084,Marriage; The Boarding School; My Wife's Dentist,1842-02-21,1842-02-21,Theatre Royal; Hay-Market,"Robert Bell, Esq.; Bayle Bernard; [unknown]",comedy; farce; farce,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Oversize01, Folder_69",https://archive.org/details/BP_TRHM_0084,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRHM_0085,https://archive.org/details/BP_TRHM_0085/mode/2up?view=theater,https://archive.org/services/img/BP_TRHM_0085,Marriage,1842-02-22,1842-02-22,Theatre Royal; Hay-Market,"Robert Bell, Esq.",comedy,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Oversize01, Folder_69",https://archive.org/details/BP_TRHM_0085,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRHM_0086,https://archive.org/details/BP_TRHM_0086/mode/2up?view=theater,https://archive.org/services/img/BP_TRHM_0086,Marriage; The Woman Hater; The Boarding School,1842-02-23,1842-02-23,Theatre Royal; Hay-Market,"Robert Bell, Esq.; Bayle Bernard; Bayle Bernard",comedy; comedy; farce,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Oversize01, Folder_69",https://archive.org/details/BP_TRHM_0086,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRHM_0087,https://archive.org/details/BP_TRHM_0087/mode/2up?view=theater,https://archive.org/services/img/BP_TRHM_0087,Marriage; The Woman Hater; My Wife's Dentist,1842-02-25,1842-02-25,Theatre Royal; Hay-Market,"Robert Bell, Esq.; Bayle Bernard; [unknown]",comedy; comedy; farce,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Oversize01, Folder_69",https://archive.org/details/BP_TRHM_0087,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRHM_0088,https://archive.org/details/BP_TRHM_0088/mode/2up?view=theater,https://archive.org/services/img/BP_TRHM_0088,Marriage; The Woman Hater; My Wife's Dentist,1842-02-25,1842-02-25,Theatre Royal; Hay-Market,"Robert Bell, Esq.; Bayle Bernard; [unknown]",comedy; comedy; farce,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Oversize01, Folder_69",https://archive.org/details/BP_TRHM_0088,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRHM_0089,https://archive.org/details/BP_TRHM_0089/mode/2up?view=theater,https://archive.org/services/img/BP_TRHM_0089,Marriage; The Woman Hater; The Boarding School,1842-02-26,1842-02-26,Theatre Royal; Hay-Market,"Robert Bell, Esq.; Bayle Bernard; Bayle Bernard",comedy; comedy; farce,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Oversize01, Folder_69",https://archive.org/details/BP_TRHM_0089,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRHM_0091,https://archive.org/details/BP_TRHM_0091/mode/2up?view=theater,https://archive.org/services/img/BP_TRHM_0091,Marriage,1842-03-01,1842-03-01,Theatre Royal; Hay-Market,"Robert Bell, Esq.",comedy,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Oversize01, Folder_69",https://archive.org/details/BP_TRHM_0091,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRHM_0092,https://archive.org/details/BP_TRHM_0092/mode/2up?view=theater,https://archive.org/services/img/BP_TRHM_0092,Marriage; My Wife's Dentist,1842-03-02,1842-03-02,Theatre Royal; Hay-Market,"Robert Bell, Esq.; Egerton Wilks",comedy; farce,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Oversize01, Folder_69",https://archive.org/details/BP_TRHM_0092,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRHM_0094,https://archive.org/details/BP_TRHM_0094/mode/2up?view=theater,https://archive.org/services/img/BP_TRHM_0094,Marriage; The Woman Hater; The Boarding School,1842-03-03,1842-03-03,Theatre Royal; Hay-Market,"Robert Bell, Esq.; Bayle Bernard; Bayle Bernard",comedy; comedy; farce,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Oversize01, Folder_69",https://archive.org/details/BP_TRHM_0094,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRHM_0095,https://archive.org/details/BP_TRHM_0095/mode/2up?view=theater,https://archive.org/services/img/BP_TRHM_0095,Marriage,1842-03-04,1842-03-04,Theatre Royal; Hay-Market,"Robert Bell, Esq.",comedy,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Oversize01, Folder_69",https://archive.org/details/BP_TRHM_0095,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRHM_0096,https://archive.org/details/BP_TRHM_0096/mode/2up?view=theater,https://archive.org/services/img/BP_TRHM_0096,Marriage; The Woman Hater; The Boarding School,1842-03-05,1842-03-05,Theatre Royal; Hay-Market,"Robert Bell, Esq.; Bayle Bernard; Bayle Bernard",comedy; comedy; farce,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Oversize01, Folder_69",https://archive.org/details/BP_TRHM_0096,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRHM_0097,https://archive.org/details/BP_TRHM_0097/mode/2up?view=theater,https://archive.org/services/img/BP_TRHM_0097,The Love Chase; The Recruiting Serjeant; The Woman Hater; My Wife's Dentist,1842-03-07,1842-03-07,Theatre Royal; Hay-Market,Sheridan Knowles; Isaac Bickerstaffe; Bayle Bernard; Egerton Wilks,comedy; musical entertainment; comedy; farce,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Oversize01, Folder_69",https://archive.org/details/BP_TRHM_0097,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRHM_0098,https://archive.org/details/BP_TRHM_0098/mode/2up?view=theater,https://archive.org/services/img/BP_TRHM_0098,Marriage; Patter Versus Clatter; The Woman Hater,1842-03-08,1842-03-08,Theatre Royal; Hay-Market,"Robert Bell, Esq.; Charles Mathews; Bayle Bernard",comedy; burletta; petite comedy,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Oversize01, Folder_69",https://archive.org/details/BP_TRHM_0098,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRCG_0062,https://archive.org/details/BP_TRCG_0062/mode/2up?view=theater,https://archive.org/services/img/BP_TRCG_0062,"Blue Beard; Or, Female Curiosity; Punch's Pantomime; Or Harlequin King John; and Magna Charta; Auld Robin Cray",1843-01-26,1843-01-26,Theatre Royal; Covent Garden,"G. Colman, the younger; R. Hughes; [unknown]",dramatic romance; pantomime; ballet,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box02, Folder_08",https://archive.org/details/BP_TRCG_0062,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_PT_0002,https://archive.org/details/BP_PT_0002/mode/2up?view=theater,https://archive.org/services/img/BP_PT_0002,"Neck or Nothing; Tom Tom and the Piper's Son Or, The Little Old Woman of the Magic Pipe;",1844-01-20,1844-01-20,Park Theatre,George Conquest and Henry Pettitt; [unknown],drama; pantomime,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box02, Folder_16",https://archive.org/details/BP_PT_0002,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_NGT_0003,https://archive.org/details/BP_NGT_0003/mode/2up?view=theater,https://archive.org/services/img/BP_NGT_0003,Blue Beard,1845-03-13,[1845-03-13],New Globe Theatre,H. B. Farnie,farce,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box02, Folder_11",https://archive.org/details/BP_NGT_0003,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_RSJT_0009,https://archive.org/details/BP_RSJT_0009/mode/2up?view=theater,https://archive.org/services/img/BP_RSJT_0009,"Louisette; Or, La Chanteuse Des Rues; Le Barbier du Roi D'Aragon",1847-01-25,1847-01-25,Royal St. James Theatre,"M.M. Marc-Michel and Emile Fontaine; M.M. Fontaine, Dupeuty, and Aver",vaudeville; [unknown],"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Oversize01, Folder_74",https://archive.org/details/BP_RSJT_0009,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRDL_0083,https://archive.org/details/BP_TRDL_0083/mode/2up?view=theater,https://archive.org/services/img/BP_TRDL_0083,Representation of the Historical Drama,1848-05-28,1848-05-28,Theatre Royal in Drury Lane,[unknown],historical drama,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box04, Folder_65",https://archive.org/details/BP_TRDL_0083,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRDL_0084,https://archive.org/details/BP_TRDL_0084/mode/2up?view=theater,https://archive.org/services/img/BP_TRDL_0084,Monte Cristo,1848-06-19,1848-06-19,Theatre Royal in Drury Lane,Alexandre Dumas,grand drama,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box04, Folder_65",https://archive.org/details/BP_TRDL_0084,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_PWRT_0002,https://archive.org/details/BP_PWRT_0002/mode/2up?view=theater,https://archive.org/services/img/BP_PWRT_0002,Duty,1849-11-20,1849-11-20,Prince of Wales Royal Theatre,James Albery,play in four acts,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box02, Folder_09",https://archive.org/details/BP_PWRT_0002,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRDL_0109,https://archive.org/details/BP_TRDL_0109/mode/2up?view=theater,https://archive.org/services/img/BP_TRDL_0109,"Fazio; The Devil's Ring! Or, Fire, Water, Earth and Air",1850-04-04,1850-04-04,Theatre Royal in Drury Lane,Milman; G. Herbert Rodwell,tragedy; fairy spectacle,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box04, Folder_66",https://archive.org/details/BP_TRDL_0109,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_SW_0005,https://archive.org/details/BP_SW_0005/mode/2up?view=theater,https://archive.org/services/img/BP_SW_0005,Legend of Florence; The Masked Ball!; Hamlet,1850-08-22,1850-08-22,[Theatre Royal] [New] Sadler's Wells,Leigh Hunt; [unknown]; Wm. Shakespeare,[unknown]; farce; tragedy,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Oversize01, Folder_72",https://archive.org/details/BP_SW_0005,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_RLT_0072,https://archive.org/details/BP_RLT_0072/mode/2up?view=theater,https://archive.org/services/img/BP_RLT_0072,"Serve Him Right!; My Heart's Idol, Or, A Desparate Remedy; Olympic Devils: Or, Orpheus and Eurydice",1850-10-17,1850-10-17,Royal Lyceum Theatre,[unknown]; [unknown]; [unknown],comic drama; comedy; extravaganza,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Oversize01, Folder_75",https://archive.org/details/BP_RLT_0072,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_SW_0006,https://archive.org/details/BP_SW_0006/mode/2up?view=theater,https://archive.org/services/img/BP_SW_0006,City Madam; John Dobbs; Ladies at Home,1852-09-29,1852-09-29,[Theatre Royal] [New] Sadler's Wells,Massinger; J. M. Morton; [unknown],[unknown]; farce; farce,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Oversize01, Folder_72",https://archive.org/details/BP_SW_0006,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_SW_0007,https://archive.org/details/BP_SW_0007/mode/2up?view=theater,https://archive.org/services/img/BP_SW_0007,"William Tell; Obstinate Family; Wanted, 1,000 Spirited Young Milliners for the Gold Diggings.""",1853-02-21,1853-02-21,[Theatre Royal] [New] Sadler's Wells,Shridan Knowles; [unknown]; Stirling Coyne,[unknown]; interlude; farce,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Oversize01, Folder_72",https://archive.org/details/BP_SW_0007,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_RGT_0003,https://archive.org/details/BP_RGT_0003/mode/2up?view=theater,https://archive.org/services/img/BP_RGT_0003,"A Life's Revenge, or Two Loves for One Heart; The Physician's Wife, or, the Voice of Warning",1858-10-25,1858-10-25,[New] [Royal] Grecian Theatre,W. Suter; [unknown],drama; drama,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Oversize01, Folder_68",https://archive.org/details/BP_RGT_0003,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_AT_0002,https://archive.org/details/BP_AT_0002/mode/2up?view=theater,https://archive.org/services/img/BP_AT_0002,"An Ugly Customer; The Colleen Bawn, Or, The Brides Of Garryowen; Blue Beard",1861-01-21,1861-01-21,Adelphi Theatre,Thos. J. Williams; Dion Boucicault; Henry J. Byron,farce; drama; burlesque,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box04, Folder_45",https://archive.org/details/BP_AT_0002,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_AT_0003,https://archive.org/details/BP_AT_0003/mode/2up?view=theater,https://archive.org/services/img/BP_AT_0003,"Music Hath Charms!; Colleen Bawn, Or The Brides Of Garryowen; Love and Hunger",1861-10-07,1861-10-07,Adelphi Theatre,D. Fisher; Dion Boucicault; J. R. Morton,petite comedy; drama; farce,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box04, Folder_45",https://archive.org/details/BP_AT_0003,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_RLT_0087,https://archive.org/details/BP_RLT_0087/mode/2up?view=theater,https://archive.org/services/img/BP_RLT_0087,"Peep O'Day; Or, Savourneen Deelish; Gone To Texas",1861-11-06,1861-11-06,Royal Lyceum Theatre,John Banim; John Oxenford,drama; farce,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box03, Folder_44",https://archive.org/details/BP_RLT_0087,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_AT_0004,https://archive.org/details/BP_AT_0004/mode/2up?view=theater,https://archive.org/services/img/BP_AT_0004,"Octoroon, Or, Life In Louisiana; Colleen Bawn; Or, The Brides Of Garryowen",1862-02-03,1862-02-03,Adelphi Theatre,Dion Boucicault; Dion Boucicault,drama; drama,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box04, Folder_45",https://archive.org/details/BP_AT_0004,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRDL_0108,https://archive.org/details/BP_TRDL_0108/mode/2up?view=theater,https://archive.org/services/img/BP_TRDL_0108,Beauty or the Beast; Manfred; My Heart's in the Highlands,1863-12-07,1863-12-07,Theatre Royal in Drury Lane,John Oxenford; Lord Byron; W. Brough & A. Halliday,farce; tragedy; farce,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box04, Folder_66",https://archive.org/details/BP_TRDL_0108,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_RSJT_0001,https://archive.org/details/BP_RSJT_0001/mode/2up?view=theater,https://archive.org/services/img/BP_RSJT_0001,Under The Rose; The Silver Lining; Cool as a Cucumber,1864-03-07,1864-03-07,Royal St. James Theatre,G. Roberts; Leicester Buckingham; Charles Mathews,comic scene; comedy; [unknown],"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box04, Folder_47",https://archive.org/details/BP_RSJT_0001,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_AT_0005,https://archive.org/details/BP_AT_0005/mode/2up?view=theater,https://archive.org/services/img/BP_AT_0005,The Woman Hater; The Bonnie Fish-Wife; The Area Belle,1864-03-24,1864-03-24,Adelphi Theatre,Bayle Bernard; Charles Selby; W. Brough and A. Halliday,petite comedy; farce; farce,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box04, Folder_45",https://archive.org/details/BP_AT_0005,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRDL_0107,https://archive.org/details/BP_TRDL_0107/mode/2up?view=theater,https://archive.org/services/img/BP_TRDL_0107,"The O'Flahertys, or, the Difficulty of Identifying an Irishman; Cymbeline; Othello; Macbeth",1864-10-24,1864-10-24,Theatre Royal in Drury Lane,Edmund Falconer; Wm. Shakespeare; Wm. Shakespeare; Wm. Shakespeare,farce; [unknown]; tragedy; tragedy,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box04, Folder_66",https://archive.org/details/BP_TRDL_0107,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_AT_0012,https://archive.org/details/BP_AT_0012/mode/2up?view=theater,https://archive.org/services/img/BP_AT_0012,Love in Humble Life; The Geneva Cross,1864-11-07,1864-11-07,Adelphi Theatre,[unknown]; George F. Rowe,farce; drama,"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box04, Folder_45",https://archive.org/details/BP_AT_0012,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRDL_0106,https://archive.org/details/BP_TRDL_0106/mode/2up?view=theater,https://archive.org/services/img/BP_TRDL_0106,Going to the Dogs; As You Like It; The School for Scandal; Cymbeline,1865-03-13,1865-03-13,Theatre Royal in Drury Lane,Messrs. Brough & Halliday; Wm. Shakespeare; Sheridan; Wm. Shakespeare,farce; comedy; comedy; [unknown],"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box04, Folder_66",https://archive.org/details/BP_TRDL_0106,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
BP_TRDL_0105,https://archive.org/details/BP_TRDL_0105/mode/2up?view=theater,https://archive.org/services/img/BP_TRDL_0105,Going to the Dogs; Romeo and Juliet; The School for Scandal; As You Like It,1865-03-20,1865-03-20,Theatre Royal in Drury Lane,Messrs. Brough & Halliday; Wm. Shakespeare; Sheridan; Wm. Shakespeare,farce; tragedy; comedy; [unknown],"English Playbill collection, Bruce Peel Special Collection, University of Alberta Library","Box04, Folder_66",https://archive.org/details/BP_TRDL_0105,Public domain,https://creativecommons.org/publicdomain/mark/1.0/
